CustomerID,Age,Gender,Region,EmploymentStatus,AccountType,AccountBalance,MonthlyIncome,CreditScore,LoanAmount,LoanStatus,MonthlyTransactions,DateJoined,Churned
CUS0729,30,Female,Eldoret,Self-Employed,Salary,47143.83,177009.18,354,38206.01,Defaulted,20,1/16/2020,No
CUS0730,45,Female,Nairobi,Self-Employed,Savings,17654.85,204457.75,494,26775.66,Defaulted,53,6/2/2020,No
CUS0731,66,Female,Nakuru,Self-Employed,Savings,69690.69,122953.07,819,479252.78,Fully Paid,46,5/24/2018,Yes
CUS0732,42,Female,Nairobi,Self-Employed,Current,130852.74,238958.4,723,163868.99,Active,53,4/28/2023,No
CUS0733,50,Male,Nakuru,Employed,Current,139037.63,58316.26,614,85223.12,Active,45,9/22/2021,No
CUS0734,55,Female,Kisumu,Employed,Savings,37880.22,38315.01,427,32551.94,Active,4,3/1/2023,No
CUS0735,23,Female,Nakuru,Employed,Fixed Deposit,168083.52,97237.88,331,34410.3,Defaulted,20,11/8/2019,No
CUS0736,61,Male,Nairobi,Employed,Current,153145.66,175128.27,392,31659.94,Active,31,6/30/2021,No
CUS0737,62,Female,Mombasa,Employed,Fixed Deposit,398141.33,158337.56,818,497827.32,Fully Paid,20,10/5/2019,No
CUS0738,49,Male,Mombasa,Employed,Current,93845.19,117916.51,557,131267.69,Defaulted,11,9/20/2021,No
CUS0739,62,Female,Kisumu,Employed,Savings,61578.5,127263.42,519,90424.81,Active,50,10/3/2022,No
CUS0740,64,Female,Mombasa,Self-Employed,Current,77836.33,56369.99,405,48732.1,Defaulted,1,9/13/2018,No
CUS0741,38,Female,Mombasa,Unemployed,Salary,108272.61,16813.63,847,232371.31,Active,44,1/14/2022,No
CUS0742,33,Male,Mombasa,Student,Savings,83736.44,24673.99,715,121839.29,Fully Paid,18,1/18/2023,No
CUS0743,38,Female,Nairobi,Self-Employed,Salary,106352.66,203811.71,608,182688.91,Defaulted,39,9/8/2019,No
CUS0744,28,Female,Mombasa,Self-Employed,Current,104953.61,150533.49,665,194790.78,Fully Paid,44,11/4/2020,No
CUS0745,54,Female,Nairobi,Unemployed,Salary,74212.11,19289.19,820,120279.8,Fully Paid,33,9/26/2019,No
CUS0746,53,Male,Eldoret,Employed,Salary,99924.75,179435.44,758,357537.26,Active,54,9/27/2021,No
CUS0747,52,Male,Kisumu,Employed,Savings,68301.28,139553.18,669,78273.69,Fully Paid,36,4/16/2020,Yes
CUS0748,36,Female,Eldoret,Student,Fixed Deposit,301428.25,14295.02,630,131535.78,Active,18,10/31/2019,No
CUS0749,37,Male,Nairobi,Self-Employed,Savings,62869.29,193046.24,310,10080.64,Defaulted,47,4/4/2020,No
CUS0750,35,Female,Nakuru,Self-Employed,Salary,23522.42,181123.46,806,139527.37,Active,31,11/28/2021,No
CUS0751,64,Female,Nakuru,Employed,Current,190594.28,97021.14,718,448284.14,Fully Paid,35,8/29/2019,No
CUS0752,58,Female,Kisumu,Employed,Current,159200.75,82134.58,421,16108.2,Defaulted,39,2/9/2021,No
CUS0753,66,Female,Kisumu,Unemployed,Fixed Deposit,218267.54,8140.22,534,178292.03,Fully Paid,38,9/18/2018,No
CUS0754,31,Female,Nairobi,Self-Employed,Salary,88793.77,180695.19,630,151776.19,Defaulted,15,1/28/2019,No
CUS0755,32,Female,Nakuru,Employed,Savings,5685.13,102782.92,842,499917.52,Fully Paid,47,5/11/2020,No
CUS0756,48,Female,Mombasa,Employed,Fixed Deposit,68552.52,74807.66,647,167045.6,Defaulted,6,9/23/2021,No
CUS0757,18,Male,Nairobi,Self-Employed,Current,53905.68,233069.73,711,218602.8,Fully Paid,8,4/10/2023,No
CUS0758,20,Male,Nairobi,Self-Employed,Current,139491.82,168810.9,523,31704.34,Fully Paid,40,2/16/2020,No
CUS0759,33,Male,Eldoret,Employed,Fixed Deposit,433466.49,41504.78,452,43410.04,Defaulted,22,10/19/2021,No
CUS0760,40,Male,Nakuru,Unemployed,Current,114041.25,7366.33,511,176004.74,Active,1,3/13/2022,No
CUS0761,28,Male,Eldoret,Employed,Savings,53681.14,180435.29,391,35318.51,Defaulted,58,1/23/2023,Yes
CUS0762,29,Male,Kisumu,Employed,Salary,66323.33,158390.21,630,19184.39,Defaulted,13,12/23/2018,No
CUS0763,27,Male,Nairobi,Self-Employed,Savings,16998.2,110509.1,766,238028.93,Fully Paid,55,6/14/2021,No
CUS0764,49,Female,Nairobi,Employed,Fixed Deposit,103259.35,189491.14,527,14171.17,Defaulted,24,3/11/2021,No
CUS0765,33,Female,Nairobi,Unemployed,Savings,76307.3,1532.06,493,45623.32,Defaulted,21,9/9/2019,No
CUS0766,25,Female,Nairobi,Self-Employed,Savings,92822.85,289145.72,829,309790.23,Active,45,4/11/2020,No
CUS0767,55,Female,Nairobi,Unemployed,Savings,46370.04,4914.1,542,60292.03,Fully Paid,43,1/27/2021,No
CUS0768,29,Male,Nairobi,Employed,Current,133591.9,31546.01,688,138064.36,Fully Paid,4,9/4/2022,No
CUS0769,41,Male,Mombasa,Employed,Fixed Deposit,461505.94,103747.37,575,96271.78,Active,7,1/1/2018,No
CUS0770,45,Female,Eldoret,Employed,Savings,9921.25,91024.97,749,221601.64,Fully Paid,12,9/15/2019,No
CUS0771,25,Female,Mombasa,Self-Employed,Savings,77277.66,170944.92,777,209892.32,Fully Paid,59,8/11/2019,No
CUS0772,45,Male,Nakuru,Self-Employed,Salary,96354.36,243096.4,779,274669.55,Active,13,3/7/2019,Yes
CUS0773,53,Female,Kisumu,Unemployed,Savings,60265.08,16848.62,587,193964.67,Fully Paid,54,5/30/2020,No
CUS0774,43,Female,Nairobi,Self-Employed,Salary,50955.66,132344.4,839,442857.7,Fully Paid,44,5/29/2022,No
CUS0775,25,Female,Nairobi,Student,Savings,68705.44,15746.14,629,122360.83,Active,16,4/2/2021,No
CUS0776,67,Female,Nairobi,Self-Employed,Fixed Deposit,407658.99,61489.76,769,300626.79,Active,6,5/27/2021,No
CUS0777,45,Male,Nairobi,Employed,Savings,12172.96,38083.09,833,221759.74,Fully Paid,14,9/2/2021,No
CUS0778,45,Female,Kisumu,Employed,Salary,84693,139006.55,766,433775.56,Fully Paid,51,10/22/2019,No
CUS0779,54,Female,Nairobi,Self-Employed,Fixed Deposit,95569.33,38042.54,719,131110.72,Fully Paid,48,8/10/2020,No
CUS0780,58,Male,Nairobi,Employed,Current,175151.93,154751.12,421,14476,Defaulted,59,6/23/2020,No
CUS0781,53,Male,Nairobi,Employed,Savings,51256.04,121645.32,607,112316.69,Fully Paid,58,6/24/2020,No
CUS0782,44,Female,Eldoret,Self-Employed,Fixed Deposit,413584.56,75603.23,633,23732.09,Active,31,10/15/2021,No
CUS0783,34,Male,Nakuru,Unemployed,Current,76776.7,10790.46,719,391088.91,Active,36,3/14/2019,Yes
CUS0784,26,Female,Kisumu,Employed,Savings,13382.74,61109.61,625,181005.62,Defaulted,37,11/12/2020,No
CUS0785,50,Female,Nairobi,Unemployed,Savings,5108.43,8774.74,549,161658.73,Active,41,8/27/2020,Yes
CUS0786,37,Male,Nakuru,Unemployed,Salary,49411.35,15991.21,394,10784.57,Defaulted,56,6/14/2022,No
CUS0787,30,Female,Nakuru,Self-Employed,Savings,25179.14,149337.4,595,20631.61,Defaulted,35,1/20/2023,No
CUS0788,45,Female,Kisumu,Employed,Current,114268.63,55278.88,483,26681.96,Defaulted,54,5/20/2023,No
CUS0789,65,Female,Eldoret,Employed,Current,9239.07,153050.88,559,19926.3,Active,10,6/19/2022,No
CUS0790,46,Female,Nairobi,Self-Employed,Salary,82879.88,72295.16,485,18556.85,Active,17,2/16/2022,No
CUS0791,30,Male,Eldoret,Self-Employed,Salary,64848.04,226793.96,708,225345.16,Fully Paid,51,12/14/2018,No
CUS0792,63,Male,Eldoret,Unemployed,Salary,90797.12,9587.05,368,25999.74,Defaulted,42,9/11/2021,No
CUS0793,52,Female,Nairobi,Self-Employed,Savings,70539.34,147047.69,307,43840.89,Defaulted,30,6/23/2018,No
CUS0794,23,Male,Mombasa,Employed,Salary,98772.87,174743.96,564,79075.7,Defaulted,44,8/5/2019,No
CUS0795,35,Female,Eldoret,Employed,Savings,98479.79,150462.6,783,307046,Fully Paid,55,11/21/2020,No
CUS0796,68,Female,Nairobi,Self-Employed,Current,31961.74,29215.02,670,104227.81,Defaulted,7,9/21/2021,No
CUS0797,22,Female,Mombasa,Employed,Current,88798.72,80349.63,382,20330.44,Defaulted,18,7/20/2021,No
CUS0798,64,Female,Eldoret,Employed,Savings,43058.24,178056.51,510,153615.94,Fully Paid,19,6/22/2021,No
CUS0799,42,Female,Mombasa,Self-Employed,Salary,68387.45,25131.33,612,174382.14,Active,15,11/18/2019,Yes
CUS0800,19,Male,Nairobi,Employed,Savings,66716.04,122693.09,636,120445.67,Active,39,7/11/2018,No
CUS0801,27,Female,Mombasa,Employed,Fixed Deposit,270422.63,153730.36,789,169723.37,Active,44,8/4/2022,No
CUS0802,47,Male,Nairobi,Employed,Fixed Deposit,282844.65,135715.53,702,490651.24,Fully Paid,22,5/4/2023,No
CUS0803,67,Male,Mombasa,Employed,Fixed Deposit,244560.2,159290.47,490,47162.18,Active,39,3/19/2022,Yes
CUS0804,62,Female,Nairobi,Employed,Savings,99178.25,153367.61,634,179905.19,Fully Paid,42,4/27/2019,No
CUS0805,22,Female,Kisumu,Self-Employed,Current,185874.46,213768.59,821,190172.94,Fully Paid,57,10/9/2021,No
CUS0806,50,Female,Mombasa,Unemployed,Salary,53081.39,16430.8,386,19265.63,Active,56,9/28/2019,Yes
CUS0807,18,Female,Kisumu,Employed,Savings,12047.8,139767.41,361,45764.11,Defaulted,54,4/6/2019,No
CUS0808,35,Female,Kisumu,Unemployed,Current,168754.12,8048.37,686,29420.15,Fully Paid,30,7/10/2022,No
CUS0809,49,Male,Mombasa,Employed,Savings,99719.85,110224.55,445,43790.84,Defaulted,20,2/12/2019,No
CUS0810,64,Female,Kisumu,Self-Employed,Current,62058.73,220682.94,452,12617.23,Defaulted,32,10/29/2018,No
CUS0811,66,Female,Nairobi,Unemployed,Salary,60089.89,17526.12,648,89166.93,Fully Paid,42,2/20/2018,No
CUS0812,28,Male,Mombasa,Self-Employed,Current,188618.47,96221.26,477,37433.85,Defaulted,25,4/5/2018,No
CUS0813,38,Male,Nairobi,Unemployed,Current,143670.26,6841.54,786,94847.73,Active,23,5/17/2019,No
CUS0814,43,Female,Eldoret,Employed,Current,62649.47,188225.7,546,116109.29,Fully Paid,5,8/31/2020,No
CUS0815,42,Male,Nairobi,Employed,Current,118304.07,128347,553,49195.44,Fully Paid,50,6/5/2021,No
CUS0816,39,Female,Mombasa,Unemployed,Savings,94478.73,3579.24,799,241086.83,Fully Paid,41,10/7/2022,No
CUS0817,44,Male,Kisumu,Employed,Savings,81369.5,142828.17,840,237117.39,Fully Paid,30,4/23/2022,No
CUS0818,66,Male,Mombasa,Employed,Current,149657.38,198429.57,651,134793.43,Active,48,5/30/2018,Yes
CUS0819,30,Female,Nairobi,Self-Employed,Current,148714.28,250567,811,297285.24,Active,39,7/21/2020,No
CUS0820,50,Male,Mombasa,Unemployed,Current,39713.96,14914.82,312,47227.04,Defaulted,57,4/28/2020,Yes
CUS0821,51,Male,Kisumu,Unemployed,Savings,82643.44,4160.93,450,21387.12,Defaulted,27,12/20/2022,No
CUS0822,58,Male,Kisumu,Employed,Current,58843.13,178943.76,349,43723.64,Active,57,7/13/2021,No
CUS0823,52,Male,Nairobi,Unemployed,Savings,93106.3,10515.78,514,71890.03,Active,42,3/24/2021,No
CUS0824,18,Male,Mombasa,Employed,Salary,61049.6,181179.3,671,138514.02,Active,37,2/3/2019,No
CUS0825,38,Male,Mombasa,Employed,Current,172243.78,86070.73,412,19319.31,Active,7,1/11/2022,No
CUS0826,65,Female,Kisumu,Self-Employed,Savings,27357.12,37374.29,551,191419.45,Fully Paid,5,11/27/2021,No
CUS0827,23,Female,Mombasa,Employed,Savings,51938.17,110915.91,640,28203.02,Active,15,2/26/2020,No
CUS0828,45,Male,Mombasa,Employed,Salary,24963.94,75872.39,352,41867.2,Defaulted,51,10/9/2020,Yes
CUS0829,34,Female,Nairobi,Self-Employed,Savings,66351.77,220264.2,429,47196.47,Active,42,3/29/2020,No
CUS0830,22,Female,Nairobi,Employed,Salary,127051.1,192708.11,492,21907.73,Active,8,5/15/2019,No
CUS0831,48,Female,Nairobi,Employed,Savings,72126.28,147465.61,356,43739.16,Defaulted,56,10/30/2018,No
CUS0832,22,Male,Nairobi,Employed,Salary,83256.19,180778.77,396,6208.16,Defaulted,9,9/5/2021,Yes
CUS0833,55,Female,Mombasa,Self-Employed,Salary,16316.22,146846.72,497,22491.41,Defaulted,11,11/9/2021,No
CUS0834,20,Male,Kisumu,Self-Employed,Current,187021,236059.41,446,45220.43,Active,22,1/12/2018,Yes
CUS0835,40,Female,Nairobi,Unemployed,Savings,70843.47,16860.87,594,55650.29,Fully Paid,34,1/3/2023,No
CUS0836,54,Male,Eldoret,Unemployed,Savings,74840.56,14217.51,311,20214.86,Active,35,3/18/2022,Yes
CUS0837,54,Male,Nairobi,Self-Employed,Current,159962.71,162177.64,632,142471.74,Fully Paid,13,10/29/2022,No
CUS0838,27,Female,Nakuru,Unemployed,Current,150809.97,12517.32,519,185967.69,Fully Paid,11,4/27/2022,No
CUS0839,27,Female,Kisumu,Employed,Savings,44670.5,149086.19,697,58571.99,Fully Paid,32,12/19/2022,No
CUS0840,36,Male,Nairobi,Employed,Savings,73628.56,73024.35,641,156022.24,Active,42,8/7/2018,No
CUS0841,34,Female,Nairobi,Unemployed,Current,126880.22,16191.59,811,418700.58,Active,59,5/14/2022,Yes
CUS0842,38,Female,Kisumu,Employed,Current,171533.19,191555.17,471,46827.07,Defaulted,15,5/20/2020,No
CUS0843,31,Female,Nairobi,Student,Savings,80443.52,16630.98,767,73360.03,Active,38,3/25/2019,No
CUS0844,26,Male,Eldoret,Self-Employed,Savings,5096.06,216298.81,465,47213.27,Defaulted,1,12/27/2018,No
CUS0845,63,Male,Mombasa,Unemployed,Salary,63044.19,14740.52,469,10637.04,Defaulted,46,7/5/2022,No
CUS0846,18,Female,Eldoret,Employed,Current,11769.65,142582.08,811,139756.4,Fully Paid,50,5/16/2023,Yes
CUS0847,68,Female,Nairobi,Employed,Fixed Deposit,95933.72,123009.57,488,38551.3,Defaulted,24,11/26/2021,No
CUS0848,62,Female,Kisumu,Employed,Current,122275.09,179880.15,419,31768.5,Defaulted,43,11/26/2020,No
CUS0849,30,Male,Kisumu,Self-Employed,Savings,87508.36,145699.48,404,5399.77,Active,40,8/9/2020,No
CUS0850,21,Male,Kisumu,Self-Employed,Savings,12862.65,37108.83,340,31852.6,Defaulted,22,4/13/2018,Yes
CUS0851,18,Female,Nairobi,Student,Savings,45657.84,26113.91,620,179053.98,Fully Paid,3,2/15/2021,Yes
CUS0852,66,Female,Kisumu,Employed,Salary,137523.05,144576.82,634,92089.7,Active,14,5/26/2019,No
CUS0853,57,Female,Mombasa,Employed,Fixed Deposit,416435.44,174373.97,459,17286.75,Defaulted,2,2/22/2023,No
CUS0854,49,Female,Kisumu,Employed,Savings,52447.12,53553.07,563,98261.38,Active,32,10/4/2022,No
CUS0855,51,Female,Nairobi,Self-Employed,Salary,118020,28610.82,829,432388.87,Fully Paid,48,9/6/2018,No
CUS0856,45,Female,Nakuru,Unemployed,Savings,52746.68,18687.49,776,417859.41,Fully Paid,38,7/23/2020,No
CUS0857,48,Male,Nairobi,Employed,Salary,32132.93,55113.81,651,44729.82,Defaulted,33,10/1/2018,Yes
CUS0858,25,Female,Nakuru,Self-Employed,Salary,27463.06,246702.65,844,429101.37,Fully Paid,46,6/30/2022,No
CUS0859,56,Male,Nakuru,Employed,Savings,19648.45,169945.69,509,131306.73,Defaulted,42,8/9/2020,No
CUS0860,43,Female,Nakuru,Self-Employed,Savings,35741.29,218437.46,795,145336.51,Fully Paid,6,9/29/2021,No
CUS0861,51,Female,Mombasa,Unemployed,Current,186453.21,2625.24,681,112118.93,Fully Paid,41,12/23/2020,No
CUS0862,20,Male,Mombasa,Employed,Fixed Deposit,409855.29,143457.77,780,134293.59,Active,39,2/18/2021,No
CUS0863,67,Male,Eldoret,Employed,Current,89396.3,181144.72,304,5333.16,Defaulted,25,5/4/2021,Yes
CUS0864,29,Male,Nairobi,Student,Salary,79030.74,15638.29,333,28262.78,Defaulted,34,10/12/2019,Yes
CUS0865,18,Male,Mombasa,Unemployed,Fixed Deposit,169524.26,8270.34,444,35229.56,Defaulted,11,4/30/2023,No
CUS0866,61,Female,Kisumu,Self-Employed,Savings,70730.94,144000.33,650,31966.26,Fully Paid,46,3/27/2022,No
CUS0867,22,Male,Kisumu,Self-Employed,Savings,80473.8,43036.13,764,389462.99,Fully Paid,37,12/31/2022,No
CUS0868,47,Female,Nairobi,Employed,Fixed Deposit,157507.11,181644.35,647,15339.32,Defaulted,41,6/25/2020,No
CUS0869,47,Male,Kisumu,Self-Employed,Savings,5140.34,263371.2,424,49117.62,Defaulted,7,6/8/2021,No
CUS0870,34,Female,Nakuru,Unemployed,Fixed Deposit,330750.02,19958.19,570,14849.53,Active,57,7/28/2022,No
CUS0871,65,Female,Nairobi,Self-Employed,Savings,56688.7,183851.28,656,167892.29,Fully Paid,46,1/13/2022,No
CUS0872,64,Female,Eldoret,Employed,Savings,40810.98,157702.58,826,110956.38,Active,59,1/1/2023,No
CUS0873,40,Female,Nairobi,Employed,Savings,64745.5,64454.22,797,464858.32,Active,48,10/30/2020,No
CUS0874,32,Female,Nairobi,Employed,Fixed Deposit,297775.98,143479.9,452,14033.52,Defaulted,22,5/23/2020,No
CUS0875,54,Female,Nairobi,Employed,Savings,25807.58,140454.58,352,32037.91,Active,48,8/29/2022,No
CUS0876,38,Male,Nairobi,Employed,Fixed Deposit,228978.04,183205.49,448,14477.11,Active,39,2/1/2023,No
CUS0877,31,Female,Eldoret,Employed,Current,88482.15,171234.76,802,279280.97,Fully Paid,10,1/27/2021,No
CUS0878,19,Male,Nairobi,Employed,Fixed Deposit,446111.6,189539.3,749,416432.53,Active,21,7/2/2020,No
CUS0879,28,Male,Mombasa,Employed,Current,192376.31,177701.69,518,183609.78,Defaulted,6,1/12/2023,No
CUS0880,68,Female,Nairobi,Self-Employed,Savings,89407.13,263234.29,576,58236.73,Fully Paid,49,11/22/2018,No
CUS0881,56,Male,Mombasa,Employed,Fixed Deposit,373630.11,40832.97,751,275190.46,Fully Paid,1,3/4/2022,No
CUS0882,55,Female,Mombasa,Employed,Savings,58914.28,173813.53,727,456755.9,Fully Paid,34,10/31/2022,No
CUS0883,51,Male,Nairobi,Employed,Current,139406.02,133271.33,382,19509.86,Defaulted,59,8/30/2020,Yes
CUS0884,55,Female,Nairobi,Employed,Savings,93971.81,94675.56,517,108389.86,Active,14,7/10/2020,No
CUS0885,67,Male,Nakuru,Self-Employed,Fixed Deposit,162499.43,35824.09,826,287384.08,Fully Paid,36,6/15/2019,No
CUS0886,51,Female,Nairobi,Employed,Salary,84916.87,145204.54,703,140485.18,Active,27,3/20/2022,No
CUS0887,35,Female,Mombasa,Unemployed,Current,139473.56,6564.04,589,60153.68,Fully Paid,9,5/22/2019,No
CUS0888,47,Female,Nairobi,Student,Current,137453.17,16694.41,719,235828.8,Fully Paid,55,9/17/2022,No
CUS0889,32,Female,Nakuru,Self-Employed,Fixed Deposit,163525.53,210883.96,638,106381.84,Active,6,7/29/2021,No
CUS0890,44,Male,Nairobi,Self-Employed,Savings,59086.42,275296.87,718,403700.22,Active,31,7/22/2019,No
CUS0891,68,Female,Mombasa,Unemployed,Salary,121427.84,16508.74,506,38050.83,Active,17,4/18/2022,Yes
CUS0892,51,Male,Nairobi,Self-Employed,Savings,48032.82,146167.2,564,17331.38,Fully Paid,53,5/12/2022,No
CUS0893,69,Male,Eldoret,Employed,Salary,121061.73,95923.14,335,24805.87,Active,43,12/3/2020,Yes
CUS0894,55,Male,Nairobi,Employed,Fixed Deposit,211947.17,70762.56,672,139838.55,Active,36,9/19/2020,Yes
CUS0895,50,Female,Nakuru,Unemployed,Fixed Deposit,472442.06,7448.54,787,452931.68,Active,21,7/7/2021,No
CUS0896,41,Male,Mombasa,Employed,Fixed Deposit,290267.8,48877.89,558,19166.38,Fully Paid,27,5/5/2019,No
CUS0897,32,Male,Nairobi,Employed,Current,121209.85,195087.94,830,172860.51,Fully Paid,41,7/17/2019,No
CUS0898,47,Male,Nakuru,Self-Employed,Current,11115.51,180696.88,322,12203.4,Active,28,6/19/2020,No
CUS0899,59,Female,Nairobi,Unemployed,Savings,17856.64,2556.12,403,28444.3,Defaulted,16,6/8/2018,No
CUS0900,68,Female,Nakuru,Employed,Current,128422.11,89977.02,540,143363.07,Active,35,1/1/2022,No
CUS0901,34,Male,Eldoret,Self-Employed,Current,86874.72,173170.96,552,109233.01,Active,36,8/9/2019,No
CUS0902,22,Female,Nakuru,Employed,Salary,81142.93,120590.56,441,36120.67,Active,56,4/26/2019,No
CUS0903,46,Female,Nairobi,Self-Employed,Current,17279.42,29940.94,750,369453.25,Fully Paid,35,7/11/2019,No
CUS0904,21,Male,Nakuru,Employed,Savings,83579.39,191642.98,606,47640.66,Fully Paid,45,11/19/2019,No
CUS0905,27,Male,Mombasa,Employed,Savings,78666.05,76813.87,799,98837.51,Fully Paid,19,10/17/2019,No
CUS0906,34,Female,Nakuru,Unemployed,Fixed Deposit,133409.29,323.69,307,39128.38,Defaulted,57,1/3/2023,Yes
CUS0907,27,Male,Kisumu,Self-Employed,Savings,63798.61,41404.32,368,22060.58,Defaulted,21,1/11/2021,No
CUS0908,34,Female,Nakuru,Self-Employed,Savings,82013.21,182454.57,367,14585.59,Active,58,6/15/2018,Yes
CUS0909,37,Female,Mombasa,Employed,Salary,99719.58,53423.54,707,204534.55,Active,33,10/11/2018,No
CUS0910,41,Female,Mombasa,Employed,Current,65527.63,37093.21,817,331734.78,Fully Paid,23,11/5/2018,No
CUS0911,22,Female,Nairobi,Self-Employed,Current,132941.67,126295.41,418,48413.86,Defaulted,55,4/19/2019,No
CUS0912,51,Female,Nakuru,Employed,Savings,21835.71,135869.4,330,7783.76,Defaulted,6,2/24/2020,Yes
CUS0913,23,Female,Mombasa,Employed,Fixed Deposit,193214.75,49012.77,817,60817.35,Active,32,11/22/2021,No
CUS0914,19,Male,Mombasa,Employed,Savings,24766.9,83265.73,782,144717.28,Active,22,11/9/2018,No
CUS0915,30,Male,Nakuru,Self-Employed,Fixed Deposit,300616.3,136972.99,506,68858.12,Defaulted,3,12/17/2021,No
CUS0916,60,Female,Mombasa,Student,Savings,11714.44,8986.5,686,74013.63,Active,35,3/15/2019,No
CUS0917,60,Female,Nairobi,Student,Salary,140663.45,17651.85,711,178667.4,Active,16,5/12/2018,No
CUS0918,65,Female,Mombasa,Self-Employed,Current,70034.91,43859.94,669,158389.24,Fully Paid,42,4/29/2020,No
CUS0919,28,Male,Mombasa,Employed,Current,47699.17,37908.14,652,190271.38,Fully Paid,59,4/14/2020,No
CUS0920,68,Female,Mombasa,Employed,Current,101827.21,118372.01,635,133854.34,Active,25,11/9/2019,No
CUS0921,64,Male,Nairobi,Unemployed,Current,59014.57,4957.94,588,14351.41,Defaulted,17,1/16/2021,No
CUS0922,40,Female,Nairobi,Employed,Savings,53955.5,46213.55,439,20499.86,Active,39,8/12/2020,No
CUS0923,33,Female,Nairobi,Student,Fixed Deposit,206829.12,15597.81,599,171634.48,Active,13,5/1/2020,No
CUS0924,48,Male,Kisumu,Employed,Savings,14074.61,185573.93,312,8903.45,Active,28,5/8/2018,No
CUS0925,28,Male,Nairobi,Student,Salary,47225.33,23104.81,727,371836.34,Fully Paid,11,2/28/2019,Yes
CUS0926,33,Female,Mombasa,Unemployed,Salary,71381.58,16312.32,699,184263.33,Active,10,9/2/2022,No
CUS0927,25,Female,Eldoret,Unemployed,Savings,3999.03,17438.28,408,20097.15,Defaulted,39,5/10/2020,No
CUS0928,21,Female,Nairobi,Employed,Salary,117889.95,195346.72,784,277923.24,Fully Paid,24,3/8/2020,No
CUS0929,57,Male,Mombasa,Employed,Current,126255.79,159751.92,655,158859.02,Defaulted,38,1/28/2023,No
CUS0930,21,Male,Nakuru,Employed,Savings,60534.6,133429.35,448,31303.47,Defaulted,24,4/26/2022,No
CUS0931,42,Male,Eldoret,Employed,Salary,86446.99,92122.4,606,52327.09,Active,33,4/11/2021,No
CUS0932,20,Male,Kisumu,Employed,Fixed Deposit,315640.93,60879.35,832,358509.59,Active,17,4/22/2023,No
CUS0933,49,Male,Kisumu,Self-Employed,Current,187257.13,212264.76,359,6214.33,Defaulted,57,11/25/2021,No
CUS0934,20,Male,Nakuru,Employed,Current,6671,199141.5,734,202147.95,Active,44,2/10/2018,Yes
CUS0935,44,Female,Mombasa,Self-Employed,Savings,5732.17,150860.43,320,39191.31,Defaulted,36,10/21/2022,Yes
CUS0936,46,Female,Nakuru,Self-Employed,Salary,36809.08,222630.22,681,85024.64,Active,35,12/9/2022,No
CUS0937,49,Male,Nairobi,Employed,Savings,17562.84,114165.72,544,17637.75,Active,6,4/17/2022,No
CUS0938,67,Female,Eldoret,Student,Savings,18938.25,15798.34,372,9481.49,Defaulted,58,3/25/2021,Yes
